emotion,input_text,target_text
Fear,"In previous conversations, have you considered other viewpoints presented?","Are you fully aware of the other side of your current situation, do you know or have ever considered the impact on others?"
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you do Protocol 6 and did it make you feel worse?
Fear,Do you feel that you are trying to control someone?,Do you feel responsible for someone else in any way? Would you say you are trying to influence their life a bit too much?
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Sorry to hear about your troubles, I am always here to help. Are you experiencing difficulties with any of your loved ones right now?"
Fear,Was this caused by a specific event/s?,That's unfortunate. Did anything in particular happen to make you feel this way?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"At this moment in time, are there any major conflicts in your life?"
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel that problems are your own fault?
Anger,Was this caused by a specific event/s?,I am sorry to hear it and can relate to how you feel right now. Can you tell me if these feelings come from a specific event?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"It seems like you may be having a tough time, please know that you can talk to me. Is something particularly distressing going on in your life? "
Sadness,Thank you. Now I will ask some questions to understand your situation.,Thank you for telling me that. Would you mind if I asked you some questions about these feelings?
